dataset,model,classifier,accuracy,f1_ps,f1_nps,macro_f1,precision_ps,recall_ps,precision_nps,recall_nps,TN,FP,FN,TP,fpr,fnr,roc_auc,training_time
sweden,intfloat/multilingual-e5-large-instruct,Random_Forest,0.9570492598883766,0.6691588785046729,0.977033865317244,0.8230963719109585,0.685823754789272,0.6532846715328468,0.9753886010362695,0.978684689368339,3765,82,95,179,0.021315310631661033,0.3467153284671533,0.9502313870510531,20.567878007888794
sweden,intfloat/multilingual-e5-large-instruct,XGBoost,0.9597185149235622,0.6807692307692308,0.9785029785029784,0.8296361046361046,0.7195121951219512,0.6459854014598541,0.9749677419354839,0.9820639459318949,3778,69,97,177,0.017936054068105018,0.354014598540146,0.9373006551697313,13.005717992782593
sweden,intfloat/multilingual-e5-large-instruct,LightGBM,0.958505217180296,0.6815642458100559,0.9778066190785204,0.8296854324442882,0.6958174904942965,0.6678832116788321,0.9764126490409538,0.9792045749935014,3767,80,91,183,0.020795425006498572,0.33211678832116787,0.9366659772806187,7.805337190628052
uk,paraphrase-multilingual-MiniLM-L12-v2,SVM,0.7974413646055437,0.7070914696813977,0.8451928299837045,0.7761421498325511,0.6429906542056075,0.7853881278538812,0.8922018348623854,0.8028895768833849,778,191,94,344,0.19711042311661506,0.2146118721461187,0.8639467322617582,1.1728098392486572
uk,paraphrase-multilingual-MiniLM-L12-v2,Random_Forest,0.8884150675195451,0.8133174791914387,0.9204257475924987,0.8668716133919687,0.8486352357320099,0.7808219178082192,0.9043824701195219,0.9370485036119711,908,61,96,342,0.0629514963880289,0.2191780821917808,0.9386070938829749,2.854738235473633
uk,paraphrase-multilingual-MiniLM-L12-v2,XGBoost,0.8912579957356077,0.8218859138533179,0.9217391304347825,0.8718125221440503,0.838479809976247,0.8059360730593608,0.9137931034482759,0.9298245614035088,901,68,85,353,0.07017543859649122,0.19406392694063926,0.9359352248469683,4.823560953140259
uk,paraphrase-multilingual-MiniLM-L12-v2,LightGBM,0.8948116560056859,0.8302752293577981,0.9237899073120494,0.8770325683349237,0.8341013824884793,0.8264840182648402,0.9218910585817061,0.9256965944272446,897,72,76,362,0.07430340557275542,0.1735159817351598,0.9309731823515276,2.6334991455078125
germany,paraphrase-multilingual-MiniLM-L12-v2,SVM,0.7594133099824869,0.3958218801539307,0.8498018313516468,0.6228118557527887,0.282574568288854,0.6605504587155964,0.9438372799028537,0.7728063634103902,3109,914,185,360,0.22719363658960975,0.3394495412844037,0.803606099788601,4.9012532234191895
germany,paraphrase-multilingual-MiniLM-L12-v2,Random_Forest,0.9485551663747811,0.7759771210676837,0.9709410164461482,0.8734590687569159,0.8075396825396826,0.7467889908256881,0.9660433070866141,0.9758886403181706,3926,97,138,407,0.02411135968182948,0.25321100917431194,0.9497935038665289,12.758220195770264
germany,paraphrase-multilingual-MiniLM-L12-v2,XGBoost,0.9459281961471103,0.7756584922797457,0.9692594897324207,0.8724589910060832,0.7679856115107914,0.7834862385321101,0.9705882352941176,0.9679343773303505,3894,129,118,427,0.03206562266964952,0.21651376146788992,0.9327812326827166,6.595390796661377
germany,paraphrase-multilingual-MiniLM-L12-v2,LightGBM,0.9319176882661997,0.7302688638334779,0.9610422147062507,0.8456555392698644,0.6924342105263158,0.7724770642201835,0.9686868686868687,0.9535172756649267,3836,187,124,421,0.046482724335073326,0.22752293577981653,0.920169347353634,4.008808135986328
netherlands,paraphrase-multilingual-MiniLM-L12-v2,SVM,0.7586206896551724,0.6607929515418501,0.8126520681265207,0.7367225098341854,0.5791505791505791,0.7692307692307693,0.8812664907651715,0.7539503386004515,334,109,45,150,0.24604966139954854,0.23076923076923078,0.8211147768709846,0.7617390155792236
netherlands,paraphrase-multilingual-MiniLM-L12-v2,Random_Forest,0.8510971786833855,0.7425474254742547,0.8952590959206174,0.818903260697436,0.7873563218390804,0.7025641025641025,0.875,0.9164785553047404,406,37,58,137,0.0835214446952596,0.29743589743589743,0.9172541529200672,1.2227890491485596
netherlands,paraphrase-multilingual-MiniLM-L12-v2,XGBoost,0.8667711598746082,0.7792207792207793,0.9046015712682379,0.8419111752445085,0.7894736842105263,0.7692307692307693,0.8995535714285714,0.909706546275395,403,40,45,150,0.09029345372460497,0.23076923076923078,0.922173988539677,3.1588141918182373
netherlands,paraphrase-multilingual-MiniLM-L12-v2,LightGBM,0.8526645768025078,0.7526315789473684,0.8950892857142857,0.8238604323308271,0.772972972972973,0.7333333333333333,0.8852097130242825,0.9051918735891648,401,42,52,143,0.09480812641083522,0.26666666666666666,0.9130173062452972,2.1423861980438232
sweden,paraphrase-multilingual-MiniLM-L12-v2,SVM,0.7655908760009706,0.288659793814433,0.8596746077861708,0.5741672008003019,0.18081180811808117,0.7153284671532847,0.9743167599604873,0.7691707824278659,2959,888,78,196,0.23082921757213412,0.2846715328467153,0.8280886234225551,5.584621906280518
sweden,paraphrase-multilingual-MiniLM-L12-v2,Random_Forest,0.9490414947828197,0.6440677966101696,0.9725561944589649,0.8083119955345672,0.6012658227848101,0.6934306569343066,0.9779237844940867,0.9672472056147647,3721,126,84,190,0.03275279438523525,0.30656934306569344,0.9437494189234573,12.007762908935547
sweden,paraphrase-multilingual-MiniLM-L12-v2,XGBoost,0.9563212812424169,0.6762589928057553,0.9765807962529275,0.8264198945293414,0.6666666666666666,0.6861313868613139,0.9775983328991925,0.9755653756173642,3753,94,86,188,0.02443462438263582,0.31386861313868614,0.9335381252620774,6.682992219924927
sweden,paraphrase-multilingual-MiniLM-L12-v2,LightGBM,0.953409366658578,0.6689655172413793,0.9749412685982772,0.8219533929198283,0.6339869281045751,0.708029197080292,0.9790301441677588,0.970886404990902,3735,112,80,194,0.029113595009098,0.291970802919708,0.9366346702995414,3.9241750240325928
english,paraphrase-multilingual-MiniLM-L12-v2,SVM,0.790436005625879,0.6952965235173825,0.8403001071811361,0.7677983153492594,0.64030131826742,0.7606263982102909,0.8799102132435466,0.8041025641025641,784,191,107,340,0.19589743589743588,0.23937360178970918,0.8566075833189928,1.4190638065338135
english,paraphrase-multilingual-MiniLM-L12-v2,Random_Forest,0.90014064697609,0.830952380952381,0.9291417165668663,0.8800470487596237,0.8880407124681934,0.7807606263982103,0.9047619047619048,0.9548717948717949,931,44,98,349,0.04512820512820513,0.21923937360178972,0.954034302759135,2.891066789627075
english,paraphrase-multilingual-MiniLM-L12-v2,XGBoost,0.8959212376933896,0.8302752293577981,0.9249492900608519,0.877612259709325,0.851764705882353,0.8098434004474273,0.9147442326980942,0.9353846153846154,912,63,85,362,0.06461538461538462,0.19015659955257272,0.9507302242872713,5.0237579345703125
english,paraphrase-multilingual-MiniLM-L12-v2,LightGBM,0.9029535864978903,0.8421052631578947,0.9299492385786803,0.8860272508682875,0.8618266978922716,0.8232662192393736,0.9206030150753769,0.9394871794871795,916,59,79,368,0.06051282051282051,0.1767337807606264,0.9493558194229335,2.641737937927246
english,paraphrase-multilingual-mpnet-base-v2,SVM,0.8037974683544303,0.7096774193548386,0.8518321826872014,0.78075480102102,0.6634241245136187,0.7628635346756152,0.8832599118942731,0.8225641025641026,802,173,106,341,0.17743589743589744,0.2371364653243848,0.8755853840417599,4.946425914764404
english,paraphrase-multilingual-mpnet-base-v2,Random_Forest,0.8987341772151899,0.8309859154929577,0.927710843373494,0.8793483794332259,0.8740740740740741,0.7919463087248322,0.9085545722713865,0.9476923076923077,924,51,93,354,0.052307692307692305,0.2080536912751678,0.9526736648884299,4.096556901931763
english,paraphrase-multilingual-mpnet-base-v2,XGBoost,0.9078762306610408,0.8485549132947976,0.9338049519959576,0.8911799326453775,0.8779904306220095,0.8210290827740492,0.9203187250996016,0.9476923076923077,924,51,80,367,0.052307692307692305,0.1789709172259508,0.9512418975506224,7.664783000946045
english,paraphrase-multilingual-mpnet-base-v2,LightGBM,0.9078762306610408,0.8495981630309988,0.9336036492650787,0.8916009061480388,0.8726415094339622,0.8277404921700223,0.9228456913827655,0.9446153846153846,921,54,77,370,0.055384615384615386,0.17225950782997762,0.941022199277233,4.384188890457153
netherlands,paraphrase-multilingual-mpnet-base-v2,SVM,0.8463949843260188,0.7632850241545893,0.88631090487239,0.8247979645134896,0.7214611872146118,0.8102564102564103,0.9116945107398569,0.8623024830699775,382,61,37,158,0.13769751693002258,0.18974358974358974,0.8673728077791283,19.30429720878601
netherlands,paraphrase-multilingual-mpnet-base-v2,Random_Forest,0.8479623824451411,0.7385444743935309,0.892817679558011,0.815681076975771,0.7784090909090909,0.7025641025641025,0.8744588744588745,0.9119638826185101,404,39,58,137,0.08803611738148984,0.29743589743589743,0.9184580656363952,1.7925999164581299
netherlands,paraphrase-multilingual-mpnet-base-v2,XGBoost,0.8510971786833855,0.7630922693266833,0.8914285714285713,0.8272604203776273,0.7427184466019418,0.7846153846153846,0.9027777777777778,0.8803611738148984,390,53,42,153,0.11963882618510158,0.2153846153846154,0.9284713781327776,6.121531009674072
netherlands,paraphrase-multilingual-mpnet-base-v2,LightGBM,0.8573667711598746,0.7707808564231737,0.8964732650739476,0.8336270607485607,0.7574257425742574,0.7846153846153846,0.9036697247706422,0.8893905191873589,394,49,42,153,0.11060948081264109,0.2153846153846154,0.9268970307345026,3.743985891342163
sweden,paraphrase-multilingual-mpnet-base-v2,SVM,0.8325649114292647,0.3634686346863468,0.90360435875943,0.6335364967228885,0.24320987654320989,0.718978102189781,0.9767441860465116,0.8406550558877047,3234,613,77,197,0.1593449441122953,0.28102189781021897,0.8658590730477252,23.053121089935303
sweden,paraphrase-multilingual-mpnet-base-v2,Random_Forest,0.9526813880126183,0.656084656084656,0.9745928338762215,0.8153387449804388,0.6348122866894198,0.6788321167883211,0.9770114942528736,0.9721861190538081,3740,107,88,186,0.02781388094619184,0.32116788321167883,0.9434984887266409,16.719286918640137
sweden,paraphrase-multilingual-mpnet-base-v2,XGBoost,0.9599611744722155,0.6904315196998124,0.9785964457128032,0.8345139827063078,0.7104247104247104,0.6715328467153284,0.9766960124287933,0.9805042890564076,3772,75,90,184,0.01949571094359241,0.3284671532846715,0.9383802716687,11.199079751968384
sweden,paraphrase-multilingual-mpnet-base-v2,LightGBM,0.9565639407910701,0.6774774774774776,0.9767139326135035,0.8270957050454906,0.6690391459074733,0.6861313868613139,0.9776041666666667,0.9758253184299455,3754,93,86,188,0.024174681570054587,0.31386861313868614,0.9421285711304097,7.618546009063721
germany,paraphrase-multilingual-mpnet-base-v2,SVM,0.815893169877408,0.47861128332300057,0.88820949089459,0.6834103871087953,0.36142322097378277,0.708256880733945,0.9545714285714286,0.8304747700720855,3341,682,159,386,0.1695252299279145,0.29174311926605506,0.8458394050722109,19.078889846801758
germany,paraphrase-multilingual-mpnet-base-v2,Random_Forest,0.9531523642732049,0.7938342967244703,0.9735737219066436,0.8837040093155569,0.8356997971602435,0.7559633027522936,0.9673619631901841,0.9798657718120806,3942,81,133,412,0.020134228187919462,0.24403669724770644,0.9500183577457144,17.97996497154236
germany,paraphrase-multilingual-mpnet-base-v2,XGBoost,0.9529334500875657,0.8025711662075298,0.9732819684354418,0.8879265673214858,0.8033088235294118,0.8018348623853211,0.9731610337972167,0.9734029331344768,3916,107,108,437,0.026597066865523242,0.1981651376146789,0.9353453878729416,11.952873945236206
germany,paraphrase-multilingual-mpnet-base-v2,LightGBM,0.949430823117338,0.7901907356948228,0.9712507778469198,0.8807207567708712,0.7823741007194245,0.7981651376146789,0.9725822532402791,0.9699229430773055,3902,121,110,435,0.030077056922694505,0.2018348623853211,0.9251740565144911,8.129668951034546
uk,paraphrase-multilingual-mpnet-base-v2,SVM,0.8031272210376688,0.7164790174002047,0.849210669569951,0.7828448434850779,0.6493506493506493,0.7990867579908676,0.8986175115207373,0.804953560371517,780,189,88,350,0.19504643962848298,0.2009132420091324,0.8703413112421127,5.2078869342803955
uk,paraphrase-multilingual-mpnet-base-v2,Random_Forest,0.898365316275764,0.8319623971797885,0.9271523178807948,0.8795573575302916,0.8571428571428571,0.8082191780821918,0.9154929577464789,0.9391124871001032,910,59,84,354,0.0608875128998968,0.1917808219178082,0.9397286191573481,4.650616884231567
uk,paraphrase-multilingual-mpnet-base-v2,XGBoost,0.900497512437811,0.8379629629629631,0.9282051282051282,0.8830840455840456,0.8497652582159625,0.8264840182648402,0.9225280326197758,0.9339525283797729,905,64,76,362,0.06604747162022703,0.1735159817351598,0.9386471483570598,8.382672786712646
uk,paraphrase-multilingual-mpnet-base-v2,LightGBM,0.9047619047619048,0.8445475638051044,0.9313524590163934,0.8879500114107489,0.8584905660377359,0.8310502283105022,0.9247202441505595,0.9380804953560371,909,60,74,364,0.06191950464396285,0.1689497716894977,0.9362674413673184,5.108986854553223
